name,category,address,lat,lon
Casal d'Entitats Mas Guinardó,otro,Plaça de Salvador Riera 2.0 ,41.41816915835005,2.1744079393214104
Associació de Comerciants i Professionals Barnavasi,otro,C Septimània 31.0 ,41.40545573179054,2.147638695309088
Forn de Pa de Can Tur,otro,Virgili 74.0 ,41.43201793483495,2.1933483941178187
Museu Olímpic i de l'Esport Joan Antoni Samaranch de Barcelona,Museu,Avinguda de l'Estadi 60.0 ,41.36628092507608,2.1570941364707474
Museu,Museu,Carrer d'Aragó 255.0 ,41.39155351265377,2.1637754588196367
Escultura David i Goliat Homenatge a les Brigades Internacionals,otro,Rbla Carmel 46.0 ,41.42487315212389,2.157703561885268
Telefèric de Barcelona,otro,Pg Joan Borbó C Barcelona 88.0 ,41.373250146274025,2.187875716121665
Jardins de Can Sentmenat,Jardins,C Can Caralleu 6.0 ,41.40262028359711,2.115102292721839
Parc del Laberint d'Horta,Parc,Passeig dels Castanyers 1.0 ,41.43795704876439,2.1475613087947547
Parc del Guinardó,Parc,Garriga i Roca 1.0 ,41.41948943678852,2.169613897166294
Parc del Turó de la Peira,Parc,Passeig de Fabra i Puig 396.0 406.0,41.43346223343624,2.1634471242007627
Centre Cívic Can Castelló,Centre,Carrer de Castelló 1.0 ,41.39904051559378,2.140179532716965
